CartItemId,WebCartId,ProductId,Quantity,NetValue
0a9U400000B1gBlIAJ,0a6U4000000wblZIAQ,01t8c00000NtvTsAAJ,4.0,5.8600000000000000000000
0a9U400000AmLHJIA3,0a6U4000000w0SfIAI,01t8c00000Nu5AGAAZ,2.0,1644.2600000000000000000000
0a9U4000009fihSIAQ,0a6U4000000STn3IAG,01t8c00000NtyroAAB,1.0,501.2020000000000000000000
0a9U400000Ar9nNIAR,0a6U4000000voMfIAI,01t8c00000PUVjdAAH,1.0,81.0441000000000000000000
0a9U4000001bB2OIAU,0a6U40000004F6vIAE,01t8c00000Nto7WAAR,6.0,12.6000000000000000000000
0a9U400000BK0S9IAL,0a6U4000000xV4bIAE,01t8c00000O9CjQAAV,1.0,458.3000000000000000000000
0a9U40000061C2AIAU,0a6U4000000OmjRIAS,01t8c00000Ntf1EAAR,42.0,105.1800000000000000000000
0a9U4000008s8IXIAY,0a6U4000000eyezIAA,01t8c00000OiSAEAA3,20.0,63.6760000000000000000000
0a9U4000009AqHtIAK,0a6U4000000IZlhIAG,01t8c00000Nto8LAAR,20.0,98.5800000000000000000000
0a9U4000001mPA9IAM,0a6U40000004mvhIAA,01t8c00000NtoOFAAZ,3.0,145.7700000000000000000000
0a98c000000Z6EDAA0,0a68c000000UDmqAAG,01t8c00000OiScWAAV,10.0,1170.5000000000000000000000
0a9U4000009ss7tIAA,0a6U4000000sJaLIAU,01t8c00000NtndCAAR,160.0,20624.1000000000000000000000
0a9U400000BWvPpIAL,0a6U4000000vo1hIAA,01t8c00000O9e7OAAR,1.0,252.0300000000000000000000
0a9U4000005ohGbIAI,0a6U4000000NXGEIA4,01t8c00000NtsdPAAR,2.0,2297.3500000000000000000000
0a9U400000CulJuIAJ,0a6U40000011zfBIAQ,01t8c00000Nu2BtAAJ,2360.0,139063.4720000000000000000000
0a9U4000002mVy1IAE,0a6U40000008b8rIAA,01t8c00000Ntsb7AAB,3.0,47.1300000000000000000000
0a9U400000Bml4jIAB,0a6U4000000yM0rIAE,01t8c00000NtqsWAAR,17.0,1605.2488000000000000000000
0a9U400000APj4DIAT,0a6U4000000ZWeXIAW,01t8c00000NtrWYAAZ,1.0,293.7323000000000000000000
0a9U400000DEsAlIAL,0a6U4000000z3c6IAA,01t8c00000OiUyvAAF,1.0,9.1430000000000000000000
0a9U4000004ZvHFIA0,0a6U4000000GsZ7IAK,01t8c00000M00OBAAZ,1.0,281.4200000000000000000000
0a9U40000088jY1IAI,0a6U4000000YjAnIAK,01t8c00000O92ROAAZ,1.0,321.4400000000000000000000
0a9U400000CzAWbIAN,0a6U40000012FFJIA2,01t8c00000Nu5LkAAJ,1.0,112.4800000000000000000000
0a9U4000005qSIHIA2,0a6U4000000NiA1IAK,01t8c00000NtnCDAAZ,1.0,29.8600000000000000000000
0a9U400000C18XhIAJ,0a6U4000000yqlJIAQ,01t8c00000OiSMGAA3,1.0,660.3381000000000000000000
0a9U400000Alo0RIAR,0a6U4000000vztBIAQ,01t8c00000OiTxrAAF,1.0,75.1500000000000000000000
0a9U400000DI2yLIAT,0a6U40000013aftIAA,01t8c00000OiS9aAAF,1.0,8.3900000000000000000000
0a98c0000001i1nAAA,0a68c0000001JUvAAM,01t8c00000OiTh9AAF,1.0,19.3100000000000000000000
0a9U4000004ixmrIAA,0a6U4000000I0ZRIA0,01t8c00000PRx3RAAT,1.0,10340.9700000000000000000000
0a9U40000069NpxIAE,0a6U4000000PWskIAG,01t8c00000PQZpHAAX,5.0,5292.3900000000000000000000
0a9U4000009dtp3IAA,0a6U4000000S1nZIAS,01t8c00000OAPeIAAX,100.0,1061.9500000000000000000000
0a9U4000004coWBIAY,0a6U4000000HYi1IAG,01t8c00000OiSh3AAF,6.0,222.6100000000000000000000
0a98c0000004hjXAAQ,0a68c0000004gCCAAY,01t8c00000NtsZwAAJ,16.0,949.7000000000000000000000
0a9U4000001nKY6IAM,0a6U40000004ovtIAA,01t8c00000Ntp7eAAB,30.0,324.1100000000000000000000
0a9U4000006kY4rIAE,0a6U4000000PeqHIAS,01t8c00000Nto9XAAR,13.0,48.2274000000000000000000
0a9U4000008ezEgIAI,0a6U4000000bapJIAQ,01t8c00000NttaTAAR,100.0,1022.7300000000000000000000
0a9U400000D3vn4IAB,0a6U4000000tZd3IAE,01t8c00000NtuFqAAJ,80.0,758.9800000000000000000000
0a9U400000Cm1m5IAB,0a6U40000011QmHIAU,01t8c00000NtnCdAAJ,1.0,25.6791000000000000000000
0a9U4000006drVfIAI,0a6U4000000S9UzIAK,01t8c00000NtoYVAAZ,28.0,6937.0728000000000000000000
0a9U400000BUzXZIA1,0a6U4000000k8IjIAI,01t8c00000O9Dx8AAF,2.0,281.8300000000000000000000
0a9U40000046QaDIAU,0a6U4000000F3ATIA0,01t8c00000NtywZAAR,1.0,350.7624000000000000000000
0a9U400000CIekrIAD,0a6U4000000zQ8rIAE,01t8c00000OiS4MAAV,400.0,6615.9600000000000000000000
0a9U4000006l2yzIAA,0a6U4000000Snk9IAC,01t8c00000NtpGDAAZ,1.0,67.8689000000000000000000
0a9U400000A7jkDIAR,0a6U4000000tWVVIA2,01t8c00000Ntm06AAB,1.0,80.1200000000000000000000
0a98c000000Yt2YAAS,0a68c000000UBHHAA4,01t8c00000OiSFrAAN,1.0,215.9600000000000000000000
0a9U400000CZ34AIAT,0a6U40000010X0DIAU,01t8c00000NthTsAAJ,10.0,1415.2510000000000000000000
0a9U400000B1gJpIAJ,0a6U4000000wblZIAQ,01t8c00000Nts0pAAB,1.0,18.7700000000000000000000
0a9U400000AmKbNIAV,0a6U4000000w0SfIAI,01t8c00000OiTL6AAN,1.0,27823.2800000000000000000000
0a9U400000Ar9qbIAB,0a6U4000000voMfIAI,01t8c00000NtmhaAAB,1.0,192.0500000000000000000000
0a9U40000061MXhIAM,0a6U4000000OmjRIAS,01t8c00000NtoRSAAZ,42.0,83.6200000000000000000000
0a9U4000008s5HTIAY,0a6U4000000eyezIAA,01t8c00000NtmBRAAZ,20.0,122.1640000000000000000000
0a9U4000009ApvJIAS,0a6U4000000IZlhIAG,01t8c00000OiTUKAA3,30.0,218.0100000000000000000000
0a9U4000005ohJpIAI,0a6U4000000NXGEIA4,01t8c00000OiSIMAA3,2.0,910.0900000000000000000000
0a9U400000CulLVIAZ,0a6U40000011zfBIAQ,01t8c00000OiUfYAAV,1559.0,74135.7506000000000000000000
0a9U400000Cfz0bIAB,0a6U4000000z3c6IAA,01tU4000006X2qoIAC,1.0,65.3900000000000000000000
0a9U4000004ZvE1IAK,0a6U4000000GsZ7IAK,01t8c00000Ntol7AAB,1.0,161.1900000000000000000000
0a9U40000088jWPIAY,0a6U4000000YjAnIAK,01t8c00000NtmmPAAR,1.0,58.1700000000000000000000
0a9U400000CzAYDIA3,0a6U40000012FFJIA2,01t8c00000OiSnpAAF,6.0,67.5900000000000000000000
0a9U400000947c1IAA,0a6U4000000juqrIAA,01t8c00000OiUzcAAF,1.0,1230.8600000000000000000000
0a9U40000050esDIAQ,0a6U4000000JHQ9IAO,01t8c00000OiUgZAAV,1.0,305.7400000000000000000000
0a98c0000001URPAA2,0a68c0000001GXDAA2,01t8c00000NtqguAAB,20.0,13608.4000000000000000000000
0a9U4000004MUQ9IAO,0a6U40000004y7FIAQ,01t8c00000NtlmtAAB,3.0,461.1165000000000000000000
0a9U400000C9TALIA3,0a6U4000000z82HIAQ,01t8c00000Nu3PzAAJ,3.0,440.8800000000000000000000
0a9U4000002DQTNIA4,0a6U400000063EXIAY,01t8c00000NtmC1AAJ,396.0,35050.8500000000000000000000
0a9U4000008lEPWIA2,0a6U4000000cpZNIAY,01tU4000006JEi9IAG,1.0,3528.7100000000000000000000
0a98c0000001iX7AAI,0a68c0000001JbwAAE,01t8c00000Nu59dAAB,1.0,211.3000000000000000000000
0a9U4000007ShcHIAS,0a6U4000000WU4bIAG,01t8c00000NtoB0AAJ,1.0,248.1600000000000000000000
0a9U4000006XMkfIAG,0a6U4000000RY0nIAG,01t8c00000Nu5jjAAB,12.0,851.0900000000000000000000
0a9U4000000N1jOIAS,0a6U40000000Qs9IAE,01t8c00000O92jIAAR,2.0,146.3000000000000000000000
0a9U4000001BcsbIAC,0a6U40000002hiPIAQ,01t8c00000OiTWqAAN,2.0,144.8400000000000000000000
0a9U4000005aAFjIAM,0a6U4000000M32TIAS,01t8c00000NtvU0AAJ,60.0,163.5100000000000000000000
0a9U40000075KgPIAU,0a6U4000000Uqh7IAC,01t8c00000Nu30zAAB,1.0,181.7027000000000000000000
0a9U4000009qHZ3IAM,0a6U4000000s8yHIAQ,01t8c00000Nu5jfAAB,2.0,454.8500000000000000000000
0a9U400000CZPe9IAH,0a6U40000010XbJIAU,01t8c00000Nu3f0AAB,4.0,1324.0772000000000000000000
0a9U400000CpikrIAB,0a6U4000000cs0zIAA,01tU4000004lOMLIA2,1.0,5232.8500000000000000000000
0a9U400000CqJfiIAF,0a6U40000011kEjIAI,01t8c00000OACEoAAP,10.0,59.6200000000000000000000
0a9U400000AGigrIAD,0a6U4000000uCkrIAE,01t8c00000OiSZaAAN,1.0,308.1300000000000000000000
0a98c000000ZPIuAAO,0a68c000000UH1KAAW,01t8c00000NtmvrAAB,1.0,224.3000000000000000000000
0a9U4000003Pp65IAC,0a6U4000000BZLqIAO,01t8c00000NtwnpAAB,2.0,28.6000000000000000000000
0a9U4000003I5AoIAK,0a6U4000000B6WjIAK,01t8c00000NtolGAAR,1.0,631.6800000000000000000000
0a9U400000A1czxIAB,0a6U4000000t3A9IAI,01t8c00000O912JAAR,3.0,21.6621000000000000000000
0a9U4000009YA7pIAG,0a6U4000000pJwfIAE,01t8c00000Nts3MAAR,20.0,1722.7600000000000000000000
0a9U400000Aq0ivIAB,0a6U4000000w7ltIAA,01t8c00000Nu0DZAAZ,1.0,2444.6400000000000000000000
0a9U400000D6CWsIAN,0a6U40000012kivIAA,01t8c00000NttKUAAZ,2.0,512.8104000000000000000000
0a9U4000009LU7bIAG,0a6U4000000m0AbIAI,01t8c00000NtsacAAB,5.0,56.9200000000000000000000
0a9U4000002c92jIAA,0a6U40000007lDWIAY,01t8c00000OiSS1AAN,8.0,1191.2000000000000000000000
0a9U4000008ULVRIA4,0a6U4000000ZdT7IAK,01t8c00000NtsZtAAJ,1.0,258.2400000000000000000000
0a9U4000007MY0cIAG,0a6U4000000W71ZIAS,01tU4000002TenKIAS,1.0,82.8200000000000000000000
0a9U4000007WNblIAG,0a6U4000000WOqPIAW,01t8c00000NtxbAAAR,1.0,209.7200000000000000000000
0a9U400000ABGAAIA5,0a6U4000000tjm5IAA,01t8c00000OiRjTAAV,1.0,123.4866000000000000000000
0a9U4000004NKIIIA4,0a6U4000000GKKXIA4,01t8c00000O8fWZAAZ,8.0,981.7700000000000000000000
0a9U400000Cabq9IAB,0a6U40000010dDhIAI,01t8c00000OiU1gAAF,1.0,162.0600000000000000000000
0a9U400000D8fOIIAZ,0a6U40000012tUTIAY,01tU4000003IcI1IAK,1.0,152.3500000000000000000000
0a9U4000008QIG1IAO,0a6U4000000ZURRIA4,01t8c00000NthD6AAJ,1.0,121.4600000000000000000000
0a98c000000YtJ3AAK,0a68c000000UBHgAAO,01t8c00000NtoYWAAZ,192.0,206999.0400000000000000000000
0a9U400000AKEHBIA5,0a6U4000000uS01IAE,01t8c00000NtnfNAAR,1.0,59.7183000000000000000000
0a9U400000BapSHIAZ,0a6U4000000EO7JIAW,01t8c00000PSNFzAAP,2.0,396.3572000000000000000000
0a9U4000006nGbFIAU,0a6U4000000Sz5NIAS,01t8c00000NtocMAAR,1.0,775.1300000000000000000000
0a9U4000002yWyLIAU,0a6U40000009mlNIAQ,01t8c00000Nu56wAAB,1.0,15704.7200000000000000000000
0a9U400000BgFynIAF,0a6U4000000y9QDIAY,01t8c00000OiTDWAA3,10.0,1784.9000000000000000000000
0a9U4000008heyUIAQ,0a6U4000000BQaHIAW,01t8c00000OiSDvAAN,14.0,3184.7300000000000000000000
0a9U4000006Qeb3IAC,0a6U4000000R03xIAC,01t8c00000OARHNAA5,1.0,23906.5293000000000000000000
0a9U4000009xlAeIAI,0a6U4000000siQfIAI,01t8c00000OiUSJAA3,1.0,88.3700000000000000000000
0a9U40000084tEDIAY,0a6U4000000YcFlIAK,01t8c00000OiTqFAAV,11.0,2686.4739000000000000000000
0a9U400000C93arIAB,0a6U4000000vRI1IAM,01t8c00000OiRhmAAF,1.0,176.9120000000000000000000
0a9U400000CraknIAB,0a6U40000011o2DIAQ,01t8c00000NtoYCAAZ,30.0,7820.1690000000000000000000
0a9U4000008D7dNIAS,0a6U4000000YsdtIAC,01t8c00000NtocOAAR,4.0,256.9900000000000000000000
0a9U400000C1ehGIAR,0a6U4000000ys3xIAA,01tU4000005a2d8IAA,1.0,241.2200000000000000000000
0a9U4000001XXO1IAO,0a6U4000000434AIAQ,01t8c00000O91ogAAB,1.0,9.7300000000000000000000
0a9U4000007VEqfIAG,0a6U4000000WfHlIAK,01t8c00000O90FeAAJ,10.0,115.3500000000000000000000
0a9U400000BiLX3IAN,0a6U4000000yEGDIA2,01t8c00000OiRj5AAF,1.0,59.8200000000000000000000
0a98c0000004giNAAQ,0a68c0000004fbkAAA,01t8c00000NtzKrAAJ,1.0,2556.6600000000000000000000
0a9U4000001MTcJIAW,0a6U40000003LuLIAU,01t8c00000OiURzAAN,3.0,319.8000000000000000000000
0a9U4000000MgwfIAC,0a6U40000000QYnIAM,01t8c00000Nu4WgAAJ,10.0,714.1000000000000000000000
0a98c0000001SZ2AAM,0a68c0000001G67AAE,01t8c00000Nu5GCAAZ,4.0,109.2000000000000000000000
0a9U4000005TGCzIAO,0a6U4000000LUJFIA4,01t8c00000Nu5P5AAJ,25.0,6139.8100000000000000000000
0a9U400000BWoEfIAL,0a6U4000000xslxIAA,01t8c00000OiUDlAAN,1.0,238.5100000000000000000000
0a9U4000000V1hNIAS,0a6U40000000jy1IAA,01t8c00000NtojJAAR,1.0,1132.0200000000000000000000
0a9U400000BzQ0rIAF,0a6U4000000yW8HIAU,01t8c00000Ntp0QAAR,1.0,19.4100000000000000000000
0a9U400000BnDKLIA3,0a6U4000000yMiPIAU,01t8c00000Ntn0YAAR,55.0,2814.1600000000000000000000
0a9U4000008wjD7IAI,0a6U4000000hWsfIAE,01t8c00000Nts3MAAR,10.0,861.9500000000000000000000
0a9U400000AFLCtIAP,0a6U4000000tzR3IAI,01tU4000004raxVIAQ,6.0,3827.7800000000000000000000
0a9U4000009sBZBIA2,0a6U4000000sHS5IAM,01t8c00000NtofpAAB,1.0,318.4135000000000000000000
0a9U4000006fQO5IAM,0a6U4000000SK73IAG,01t8c00000Nu3PzAAJ,20.0,2611.3200000000000000000000
0a9U4000002LX1RIAW,0a6U40000006YwfIAE,01t8c00000O9jnFAAR,50.0,106.0000000000000000000000
0a9U400000D8JMBIA3,0a6U40000012rm1IAA,01t8c00000Nu1MmAAJ,7.0,434.4600000000000000000000
0a9U400000125MPIAY,0a6U40000002GtVIAU,01t8c00000O9CaOAAV,1.0,199.0000000000000000000000
0a9U400000BVSjHIAX,0a6U4000000wcWLIAY,01t8c00000OiSKkAAN,1.0,196.5100000000000000000000
0a9U400000C7VWRIA3,0a6U4000000w0R3IAI,01t8c00000NtwmJAAR,3.0,27.8700000000000000000000
0a9U4000009oGxFIAU,0a6U4000000rzJuIAI,01t8c00000NtpuYAAR,6.0,2297.2224000000000000000000
0a9U400000AktVBIAZ,0a6U4000000vxeTIAQ,01t8c00000OiRabAAF,5.0,1502.0000000000000000000000
0a9U40000042RBWIA2,0a6U4000000EkqzIAC,01t8c00000OiRZtAAN,100.0,58050.3400000000000000000000
0a98c0000004jINAAY,0a68c0000004hBAAAY,01t8c00000Ntp4GAAR,5.0,141.0000000000000000000000
0a9U4000004J9AGIA0,0a6U4000000Fz9dIAC,01t8c00000NtlvyAAB,1.0,103.4900000000000000000000
0a9U4000006JxSMIA0,0a6U4000000QQIDIA4,01t8c00000Ntp8YAAR,3.0,656.3600000000000000000000
0a9U4000004yVGLIA2,0a6U4000000J8czIAC,01t8c00000NtwwbAAB,1.0,113.5800000000000000000000
0a9U4000009NLBTIA4,0a6U4000000m05lIAA,01t8c00000Nu3f0AAB,12.0,4516.8800000000000000000000
0a9U400000DFNBLIA5,0a6U40000013OBhIAM,01t8c00000NtuWNAAZ,1.0,4.8061000000000000000000
0a9U4000005N6cvIAC,0a6U4000000KyKzIAK,01t8c00000NtnDPAAZ,2.0,458.0500000000000000000000
0a9U4000007mvJJIAY,0a6U4000000XfUDIA0,01t8c00000OiSTOAA3,18.0,145.9188000000000000000000
0a9U400000AtF3tIAF,0a6U4000000wGIvIAM,01t8c00000OAH3wAAH,1.0,9440.8700000000000000000000
0a98c000000ZXtTAAW,0a68c000000UIsZAAW,01t8c00000Ntp1IAAR,2.0,628.4000000000000000000000
0a9U400000DBG6nIAH,0a6U40000012xrRIAQ,01t8c00000Nu087AAB,1.0,178.3700000000000000000000
0a9U4000006VPUwIAO,0a6U4000000RNq9IAG,01t8c00000OiU1vAAF,17.0,1966.1800000000000000000000
0a9U4000008bg6wIAA,0a6U4000000aZNRIA2,01t8c00000M00NtAAJ,1.0,4818.4700000000000000000000
0a9U400000BsOv3IAF,0a6U4000000yWt3IAE,01tU4000004QjK9IAK,1.0,177.7800000000000000000000
0a9U400000AnGibIAF,0a6U4000000w2KnIAI,01t8c00000NtnkVAAR,1.0,1213.2400000000000000000000
0a98c000000srYDAAY,0a68c000000obb1AAA,01t8c00000Nu4b0AAB,1.0,239.1000000000000000000000
0a9U400000AKkAcIAL,0a6U4000000uTowIAE,01t8c00000PSGqgAAH,1.0,199.9887000000000000000000
0a9U4000004xZ97IAE,0a6U40000003l5dIAA,01tU4000003LkFsIAK,1.0,780.2100000000000000000000
0a9U400000A5KhtIAF,0a6U4000000tIp7IAE,01t8c00000NtpT4AAJ,1.0,197.7000000000000000000000
0a9U400000Ar8mTIAR,0a6U4000000R2iTIAS,01t8c00000Ntom8AAB,1.0,1328.7400000000000000000000
0a98c000000ZRUfAAO,0a68c000000UHS6AAO,01t8c00000Nu3vTAAR,1.0,1900.8800000000000000000000
0a9U4000003VPhyIAG,0a6U400000088bVIAQ,01t8c00000OiUZPAA3,1.0,2819.0000000000000000000000
0a9U400000BURcLIAX,0a6U4000000xmGjIAI,01t8c00000NtrRRAAZ,5.0,347.6100000000000000000000
0a9U400000AsreHIAR,0a6U4000000wE7RIAU,01tU4000006pl4fIAA,1.0,436.5900000000000000000000
0a9U4000002bOv4IAE,0a6U40000007ixBIAQ,01t8c00000Nu4aJAAR,72.0,12294.0000000000000000000000
0a9U4000003w33pIAA,0a6U4000000ELKjIAO,01t8c00000NtmdkAAB,2.0,842.1000000000000000000000
0a9U4000004UAZ7IAO,0a6U4000000FoPVIA0,01t8c00000NtosQAAR,3.0,49.1400000000000000000000
0a9U4000009FmqLIAS,0a6U4000000kZ9FIAU,01t8c00000NtuIDAAZ,150.0,14272.3200000000000000000000
0a9U4000007Rkh3IAC,0a6U4000000WPT7IAO,01t8c00000OiTpTAAV,80.0,10312.0500000000000000000000
0a9U4000003GvJxIAK,0a6U4000000AyxOIAS,01t8c00000OiSnYAAV,1.0,177.3485000000000000000000
0a9U4000006wkwfIAA,0a6U4000000U2XRIA0,01t8c00000Nu4ZeAAJ,3.0,167.3847000000000000000000
0a9U4000007jHn3IAE,0a6U4000000WQdhIAG,01t8c00000Nu4vtAAB,2.0,59.7700000000000000000000
0a9U4000005qWwzIAE,0a6U4000000Nj1FIAS,01t8c00000Ntm3CAAR,1.0,47.2000000000000000000000
0a9U4000001fShJIAU,0a6U40000004TzVIAU,01t8c00000Nto8tAAB,10.0,6.1000000000000000000000
0a9U400000A6tC9IAJ,0a6U4000000pmfJIAQ,01t8c00000OiSbjAAF,1.0,149.5000000000000000000000
0a98c000000stTCAAY,0a68c000000oc0VAAQ,01t8c00000O8IEGAA3,1.0,458.4300000000000000000000
0a9U400000AEx0sIAD,0a6U4000000txDxIAI,01t8c00000NtmurAAB,20.0,3974.4600000000000000000000
0a9U4000008uIs5IAE,0a6U4000000gimDIAQ,01tU4000002SodRIAS,1.0,1860.9700000000000000000000
0a9U4000008xnOJIAY,0a6U4000000i2apIAA,01t8c00000NtrXyAAJ,14.0,1478.8900000000000000000000
0a98c0000004h4JAAQ,0a68c0000004flpAAA,01t8c00000Nu5EWAAZ,1.0,241.6000000000000000000000
0a9U400000D9B1ZIAV,0a6U40000012yp7IAA,01tU4000007km5eIAA,2.0,163.1100000000000000000000
